name,about,image_url,is_male,is_human,is_alien_or_creature,is_cyborg_or_robot,has_black_hair,has_blonde_hair,has_blue_hair,has_red_hair,wears_glasses,has_scar,wears_hat_or_mask,uses_swords,uses_guns,has_superpowers,can_fly,elemental_powers,is_student,is_captain_or_leader,is_villain_or_antagonist,is_intelligent,is_orphan,is_cold_or_stoic,is_pirate,is_ninja,is_detective_or_police,from_popular_shonen,is_isekai
Shinji Ikari,"Age: 14
Birthday: June 6, 2001
Height: 155 cm (5'1"")
Blood type: A
Father: Gendo Ikari
Mother: Yui Ikari
Guardian: Misato Katsuragi

Shinji Ikari is the Third Child (""Third Children"" in Japanese), who pilots Unit 01. He is the son of Gendo and the late Yui Ikari. Abandoned by his father, Gendo, when he was a toddler, Shinji often ran away from difficult situations. As a pilot, he panics easily and reacts very poorly to unexpected events. Over time and with encouragement from Misato, he learns to be less cowardly, more outspoken, and more confident.",https://myanimelist.net/images/characters/5/225177.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hange Zoë,"Age: Unknown
Birthday: September 5
Height: 170 cm (5'7"")
Weight: 60 kg (132 lbs)
Affiliations: Scouting Legion

Scouting Legion's Squad Leader.

Hange is very passionate and driven in pursuit of new knowledge. They can be seen as very hyperactive, often diving into projects without thought for personal safety (and frightening lots of subordinates in the process), instead preoccupied with observing and documenting the subjects. Some misunderstand these acts and Hange is seen as eccentric and having more than a few screws loose. They also enjoy discussing this research, but as the lectures can be very long and detail-oriented, not many fellow soldiers find them interesting.

Hange is often excited by Titans and is always eager to experiment with them, coming off as extremely emotional regarding titans. For example, they cry at the amount of pain being caused to a Titan during experimentation.",https://myanimelist.net/images/characters/15/208637.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Koro-sensei,"Koro-sensei is a teacher for class 3-E of Kunugigaoka Junior High School and the main protagonist of Ansatsu Kyoushitsu. He was responsible for carving out a large chunk of the moon to become a permanent crescent moon and plans to destroy the earth after teaching class 3-E for a year.

His name comes from Korosenai (殺せない) means ""cannot be killed"" and sensei, means teacher. Literally, his name means unkillable teacher.",https://myanimelist.net/images/characters/9/277325.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Rias Gremory,"Birthday: April 9
Age: 18 (Volume 1-22), 19 (Volume 22-Present)
Height: 172 cm (5'8"")
Weight: 58 kg (128 lbs)
BWH: 99/58/90
Eye Color: Blue, Blue-Green (Season 1-3)
Rank: High-class Devil (Volume 1 - True Volume 4), Ultimate-class Devil (True Volume 4 - Present)
Role: King
Race: Pure-Blooded Devil
First Appearance: Volume 1
Affiliations:

Rias is a very kind and compassionate optimist, especially to her servants and people close to her. She gets angry and violent whenever people insult her or her peerage, showing a fiery side to her.

She is proud of her family's name, but she does not like being seen as Rias of the Gremory Family. The reason for her living in the human world (as revealed in Volume 2 of the novels) is because there, everyone sees her as Rias, not as a Devil or as the Crimson-Haired Ruin Princess. Due to this and the fact that the only men who showed interest in her were interested in her due to being the Heiress of the House of Gremory, Rias soured on the idea of finding a lover, until meeting and falling in love with Issei. According to Akeno, Rias originally said that all men looked the same to her as Rias said that Issei is the only exception due to her thinking of him as cute.

She thinks of Issei as a special person and always gets jealous when girls are around him, becoming a totally different person when she sees him and other girls together, or when it comes to training. Despite her mature stature like a woman, Rias tends to act her true age and becomes frustrated whenever girls flirt with Issei. While Rias is usually calm and mature in most situations, she loses her mature aura and presence when she sees any girl (especially Akeno) flirting with or seducing Issei.

She enjoys teasing Issei and Asia (from Volume 3 of the novels onward), but at the same time makes it clear (to Asia or any girl) that Issei is hers, and she does not want to share him at all (It is revealed in Volume 3 of the novels that the Gremory Family and their servants are beings with extraordinary affection among the Devils, so Rias is no exception). She has no problem with showing Issei her breasts or sleeping naked with him (which she always does according to her and she claims she can't sleep without being nude or without Issei). Despite being seductive like Akeno, both of the girls are still innocent to love, as both of them become their age whenever around Issei or on a date with him.

After becoming Issei's girlfriend, Rias begins to show more confidence in her relationship with Issei and is no longer jealous or angry when Issei is with other girls like she previously was, even accepting Issei's dream of having a harem and letting the girls have dates with him. However, Rias still shows some signs of jealousy such as when Issei doesn't spend enough time with her, but still believes in him and loves him. Due to being Issei's official girlfriend and later fiancée, the other girls acknowledge her as the ""Legal Wife"" as she manages the other women who are in love with Issei. According to Ravel, the burden of Rias as the ""Legal Wife"" is greater than the burden of Issei as she has to manage the girls maidenly feelings toward Issei and balance out Issei's feelings toward each of his lovers/brides. Like Akeno, Rias shows a sign of dependence toward Issei (possibly lesser than the former) as Rias will lose her will to fight and lead. She developed an instinct when Issei is with an unknown woman or other girls tried to seduce him before her she immediately rush to him quickly.

She holds her older brother, Sirzechs, in high regard (despite her older brother's antics of being a siscon) because she deeply cares for him. When she was a child, she was entirely dependent on him and held him in admiration, while also feeling inferior to him at the same time.

Rias loves participating in Rating Games, as she dreams of becoming the Rating Game champion by defeating the current Rating Game champion; Diehauser Belial, with the help of her peerage. While Rias is a powerful devil in her own right, being much stronger than average High-class Devils and according to Azazel, being able to become a Ultimate-class Devil just on the virtue on her talent alone, Rias suffers a bit of an inferiority complex when she compares herself to her fellow Rookies Four colleagues, as she feels inferior to Sona as a strategist and that she is far weaker in power than Sairaorg. However, according to Riser and Azazel, Rias has a talent for finding and recruiting talented individuals for her peerage, inspiring great loyalty and growing stronger with them as seen in her meeting with Issei.  


Rias is competitive and hates to lose, especially after losing her first Rating Game against Riser as she strives to always win, whether it is in sports or Rating Games.

Due to being spoiled by her father Zeoticus and her brother Sirzechs from an early age, she has a somewhat impatient and selfish personality and because of her bad money spending habit, her mother Venelana and her sister-in-law Grayfia often scold her for her frivolous spending, as her mother reconsidered the amount of money she is allowed as allowance.

Early in her childhood, she developed an instinctive fear and hatred of camels due to being hit by a camel after making fun of it, as the fear is great enough that the residents of the Gremory territory constantly keep camels away from her despite the Gremory's association with camels in the Ars Goetia.

Due to being taught about Japan from Souji Okita, Rias has developed an obsession with Japan, buying various Japanese souvenirs and being ecstatic while visiting Kyoto during her school field trip, though she became pouty and stomped at the train station due to being unable to fully explore Kyoto.

Powers &amp; Abilities






Equipment



(Source: High School DxD Wiki)",https://myanimelist.net/images/characters/5/150011.jpg,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0
Musashi Miyamoto,"Miyamoto Musashi (1584 – 1645) or Shinmen Takezo (his birth name) at a very young age embarked on a journey to become the strongest samurai only after being exiled from his own village. Musashi is the son of a samurai family, whose father was one of the most renowned samurai across the nation. One of the foremost reasons that drives Musashi to excel in sword-fighting is his desire to overcome his father due to the harsh treatment Musashi received during his childhood because of his incapability of rebelling.

Musashi is unique in terms of his sword skill due to the unfamiliar movements and lack of style he uses. This is due to the fact that he spent most of his time in the forest labeled as a demon child by his village because of his demeaning and wicked nature. 

No voice actors have been added to this character. Help improve our database by searching for a voice actor, and adding this character to their roles .",https://myanimelist.net/images/characters/9/557004.jpg,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Shouyou Hinata,"Age: 16
Birthday: June 21, 1996
Height: 162.8cm (5' 4.1"") - Apr 2012, 164.2cm (5' 4.6"") - Nov 2012
Team: Karasuno High, Yukigaoka Junior High (former)
Weight: 51.9 kg
Year: 1st Year, class 1
Number: 10
Position: Middle Blocker
Favorite Food: Tamago kake gohan (a meal composed of a raw egg mixed with white rice, often seasoned with soy sauce)
Ability Parameters (out of 5): power = 1; jump = 5; stamina = 5; intellect = 1; technique = 1; speed = 5

Hinata has an unusually high ability to jump. Since he was young, Hinata trained his legs to compensate for his lack of height. He joins Karusuno High School Volleyball team and amazes the team with his natural affinity as a spiker. Although he is a complete beginner and never had any experience playing in a volleyball team, he grows rapidly through each match.

Hinata has a cheerful and energetic personality. He's a natural schmoozer and his teammates would sometimes use him to win someone over, such as Nishinoya. Hinata gets excited easily and often talks loudly. He is the loudest member after Nishinoya and Tanaka. He is friendly and can befriend anyone easily, such as Kenma from Nekoma High and Aone from Date Tech High.

Despite his easy-going personality, Hinata is extremely competitive, especially when it comes to volleyball. As stated by Sugawara, Hinata has a very big fortitude to win and thus, doesn't give up easily during a match no matter if it's a practice match or a real match. Hinata can also exhibit a very scary and intimidating face when people underestimate him. Despite that, Hinata gets scared easily, especially by larger and stronger opponents. However, he recovers quickly and will then confidently challenge the opponents.




(Source: Haikyuu!! Wiki)",https://myanimelist.net/images/characters/11/243919.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Rikka Takanashi,"Birthday: June 12
Zodiac sign: Gemini
Blood Type: AB (light novel), A (anime)

She is an active Chuunibyou, who still has the syndrome. Her delusional syndrome involves her right eye, which she calls her ""Wicked Eye,"" in which according to her it wields darkness tamed by the power of a pure heart. In actuality, her so-called ""Wicked Eye"" is nothing more than a colored contact lens which she conceals underneath an eye-patch. Despite being quite attached to Yuuta, she is cautious of strangers and adapts a battle pose whenever she meets someone for the first time. She is also rather clumsy, often tripping over and forgetting things. She also doesn't have many friends, as shown that in her mobile phone, she only has Dekomori Sanae and her older sister Touka as contacts.



(Source: Wikipedia)",https://myanimelist.net/images/characters/2/257273.jpg,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Erza Scarlet,"Age: 19
Hair: Scarlet
Eyes: Brown 
Magic and Abilities: Requip (also known as Ex-quip is a Caster Magic and a type of Spatial Magic related to the summoning of various types of equipment.)

Erza Scarlet is a S-class mage of the Fairy Tail Guild, the strongest still active female, and one of the main female protagonists in Team Natsu.

Erza, is a tall, beautiful young woman with long red hair, and brown eyes. She is almost always wearing an armored suit, made by Heart Kreuz. However, thanks to her requip magic, she can wear many magic armors, and can even requip swim suits, and clothes for recreational purposes. Her member stamp is on her left shoulder. She wears a standard medieval armor, but has a number of other themed armors such as Flame (or Lightning) Empress, which absorb the respected magic type, Adamantium,  Samurai-style and more.

Erza is a very strict person, often criticizing the bad behavior and habits of the other guild members, causing most them to apologize for fear that they might invoke her wrath. She is also impatient, liking people who answer her questions quickly as seen when she promptly knocks out anyone who doesn't answer her questions (despite them not knowing anything). Also, Erza has a problem where she apparently sees everyone as guild members (best seen when she asks civilians to take things places during a mission). However, she has a great sense of justice. Despite being a very strict person, she seems to have a clumsy side to her as seen during the Galuna arc when she fell into a pit hole.

Like most Fairy Tail members, she shows great loyalty and dedication to Makarov and the guild. She pushed herself past her limit in the war against the Phantom Lord Guild, fighting against its many powerful members. She also became the temporary leader when Makarov had to be treated because of his scattered magic.

Although it hasn't been fully explored, it is implied that Natsu Dragneel, Erza and Gray Fullbuster are all very close to each other. While staying over at Lucy's house, Erza revealed that the three of them used to take showers together. It is later revealed that Erza, Natsu, and Gray have all been part of Fairy Tail ever since they were children.



(Source: Wikipedia)",https://myanimelist.net/images/characters/12/492254.jpg,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Jin-Woo Sung,"Age: 24
Occupation: Hunter 
Rank: E-Rank (beginning) 


Sung Jin-Woo is the main protagonist of Solo Leveling. Originally an infamously weak E-Rank Hunter, he got the chance of a lifetime when he was selected as the Player of the System, giving him the unique ability to grow in strength without restraint.

Jin-Woo is a confident individual with a strong sense of family and a thirst for power. As a result, he is very close to his mom and sister and rarely wastes an opportunity to grow stronger.

Despite being strong and respected, Jin-Woo isn't arrogant and is both polite and easygoing in person. He is also mostly indifferent to materialistic desires such as fame and fortune and can be very selfless. In battle, however, he is ruthless, slaughtering his enemies indiscriminately and even somewhat disdainful.

Despite going through all hardships and pain, Sung Jin-woo manages to keep his cool in all situations and always try his hardest, becoming a beacon of hope to those who needed him, and despite all this he could still not fathom a well written character arc. But manages to become someone that his family can rely on, and look cool while doing it.


Background:

D-Rank Dungeon Arc:

Reawakening Arc:


(Source: Solo Leveling Wiki, Heroes Wiki, edited)",https://myanimelist.net/images/characters/2/540692.jpg,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gyro Zeppeli,"Born Julius Caesar Zeppeli, but more commonly referred to as ""Gyro Zeppeli.""
 
Gyro has a cocky and flamboyant personality, appearing to have a high opinion of himself. However, he can be driven by emotions for other people and become realistic and serious when a problem presents itself. Like most Manga archetypes, Gyro is incredibly intelligent when he needs to be. His most distinguishable body features are his long hair, western hat and his metal teeth which have ""GO! GO! ZEPPELI"" displayed on them, revealed whenever he smiles at someone. His signature laugh/chuckle is ""Nyo ho ho ho~.""

Note that the ""Caesar"" in his name is pronounced in the traditional Greek way, more akin to the German ""Kaiser."" This is distinct from Caesar Anthonio Zeppeli from JoJo's Bizarre Adventure Part 2, whose name is pronounced in the modern English way.",https://myanimelist.net/images/characters/13/311885.jpg,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Takumi Usui,"Age: 17
Class: 2-2
Birthdate: April 27
Height: 186 cm (6'1)
Weight:  Unknown
Blood type: O
School: Seika High School
Special skill: Everything he does
Favorite thing: Observing Misaki work
Favorite food: Porridge, Misa-chan's omelet rice and anything else she makes
Favorite word: Ayuzawa Misaki

One of the most popular boys at Seika High, Usui appears to take little interest in anything and prefers to observe things as they unfold, though proves to be extraordinarily talented in numerous areas. He develops an interest in Misaki and is the first to learn she is working at a maid café, but chooses to keep her secret and soon falls in love with her. While she dismisses his behavior simply as harassment and teasing (but claims he just wanted to see her ""interesting expressions""), he continues to watch over and protect her no matter what it takes like injuring himself in the process, as well as offering insightful advice on how to deal with the boys at Seika effectively and fairly. He appears to be the only male student at school that Misaki is willing to speak to as an equal. Little is known about Usui's background and he is reluctant to speak about it, though he reveals a willingness to tell Misaki. He has an older brother and lives alone in an apartment.",https://myanimelist.net/images/characters/7/591074.jpg,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Shikamaru Nara,"Age: 12 (I); 15 (II)
Birthday: September 22
Horoscope: Virgo
Blood Type: AB
Height: 170 cm
Weight: 53.4 kg
Rank: Genin (I); Chuunin (II)
Likes: taking naps, playing shogi
Dislikes: Hard-boiled eggs

Shikamaru is an extremely unenthusiastic person, and as such, lives his life avoiding work. This is partly due to him seeking paths of least resistance, as he often chooses to do things he would otherwise not do if people nag him enough. In his free time he typically takes naps, watches clouds, and plays strategy games such as Shogi and Go. When put into a situation where he potentially needs to put effort into something, he attempts to try to find a way to avoid it such as forfeiting a battle or by pretending to be preoccupied with something else. In the instances where he can not avoid these situations, Shikamaru tends to remark ""how troublesome.""

Despite his lazy tendencies, Shikamaru is extremely intelligent. His teacher, Asuma, found Shikamaru to have an IQ of over 200, and learned that Shikamaru's poor grades were a result of him finding lifting a pencil to be too much work for him. Nevertheless, Shikamaru works very well with his teammates, as their fathers were teamed together in their youth. Of his teammates, Shikamaru is closest with Chouji, who repays Shikamaru's confidence in him with unyielding loyalty. Shikamaru also has a strong bond with Asuma, often spending time with him playing strategy games. After Asuma's death, he even vows to protect Asuma and Kurenai's unborn child for his teacher's sake. Shikamaru has stated that he will make the child his apprentice someday.

One of Shikamaru's more distinctive characteristics is that he finds all women to be bossy and ""a pain."" Contrary to this opinion, he has expressed a notably mature interest in marriage and raising a family with a son and daughter. Ironically, Shikamaru seems to constantly find himself surrounded by the very same strong-willed and bossy women he dislikes. In addition to his own mother, and being surrounded by bossy females, he usually ends up fighting against such women. Shikamaru has had a number of his appearances coincide with those of Temari. When they make their Part II debut together, Naruto Uzumaki asks if they are on a date, though both Shikamaru and Temari state that this is not the case.

When the need arises, Shikamaru is quick to abandon his lazy nature and act appropriately to complete a mission or save his teammates. Using his Shadow Imitation Technique, the signature technique of his clan, he can capture the shadow of an opponent to either keep them immobilized or force them to mimic his movements. This ability causes Shikamaru to frequently take the task of stalling enemies so that his comrades can get to safety or to simply buy time. Although this role puts him in a dangerous position once he can no longer stall the opponent, Shikamaru is willing to serve it, feeling that sacrificing his life to ensure the safety of his friends is worth it. He then considers every element that is relevant to the situation at hand and analyzes the information to its fullest, planning out a battle ten moves in advance and devising over a hundred strategies to use against an opponent. This combination of intelligence and dedication to his teammates causes Shikamaru to become the first of the primary Konoha Genin to advance to the rank of Chunin.

Once becoming a Chunin, Shikamaru's father teaches him how to use his shadow technique more effectively, by using it to choke an opponent. This more interactive capability with his shadow is put to great use over the timeskip, and by Part II Shikamaru becomes proficient at using multiple shadow-based techniques at once. He is also able to manipulate his shadow to lift from the ground and either grab or throw weapons simply by utilizing an opponent's shadow for the same purpose. After he comes into the possession of Asuma's brass knuckles, Shikamaru learns to channel his shadow into them, using them to immobilize opponents by throwing them at an opponent's shadow to capture them and save himself the energy.",https://myanimelist.net/images/characters/3/131315.jpg,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
Misato Katsuragi,"Age: 29
Birthday: December 8, 1986
Blood type: A (genotype: AO)
Height: 163 cm

Relations:
Father: Dr. Katsuragi
Guardian of: Shinji Ikari, Asuka Langley Soryu
Ex-girlfriend of: Ryoji Kaji
Friend of: Ritsuko Akagi
Owner of: Pen Pen

Misato Katsuragi is the chief operations officer at NERV, initially holding the rank of Captain (with a later promotion to Major). She is the field commander for the Eva pilots, issuing orders and giving battle strategies. She also acts as Shinji and Asuka's guardian, letting them live in her apartment rather than have them living alone.

While she is professional and diligent in her duties, she is a slob and a drunkard while off-duty. She is the only survivor of the Katsuragi Expedition, the scientific study led by her father which triggered the Second Impact; the cross pendant she wears was given to her by her father just before his death.

She and Ryoji Kaji were lovers during college, and slowly rekindle their romance over the course of the series. She was also friends with Ritsuko Akagi in college and their relationship unravels as Misato learns more about NERV and SEELE.",https://myanimelist.net/images/characters/15/515181.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Meruem,"The chimera ant King, Meruem is the most powerful offspring of the chimera ant Queen.


(Source: Wikipedia)",https://myanimelist.net/images/characters/6/243861.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Vash the Stampede,"Age: unknown Height: 188 cm (6'2"")
Weight: 81.6 kg (180 lb)

Vash displays two different personalities. Vash usually exaggerates foolish characteristics to make people feel unthreatened and to hide his identity; for instance, exhibiting an almost obsessive love of doughnuts and at one point introduced himself as ""Valentinez Alkalinella Xifax Sicidabohertz Gombigobilla Blue Stradivari Talentrent Pierre Andri Charton-Haymoss Ivanovich Baldeus George Doitzel Kaiser III."" Vash's reputation as ""The Humanoid Typhoon"" is legendary, as is the damage and destruction associated with his presence. However, when those around him are threatened, Vash shows complete focus and control.

Vash is a very multidimensional character—quite literally a walking contradiction. He is often a womanizer, and other times a gentleman. Sometimes he is a coward, yet other times he shows great courage. He is a wanted man, yet he wouldn't hurt a fly.",https://myanimelist.net/images/characters/10/89607.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mikoto Misaka,"Age: 13–14
Height: 161 cm
Birthday: May 2
Blood Type: AB
Hair color: light brown
Eye color: light brown
Classification: Esper
School: Tokiwadai Middle School
Level: 5
Ability: Railgun (level 5 version of the Electromaster ability)
Known Relatives: Misaka Misuzu (Mother), Misaka Tabigake (Father) 
Mikoto Misaka is one of the series' main heroines in Toaru Majutsu no Index series and the protagonist of her side story, Toaru Kagaku no Railgun. A psychic user of Academy City, her powers are ranked Level 5, the highest rank for the most powerful psychic users, and she ranks as third-strongest out of the seven people who hold this rank in Academy City.

She attends Tokiwadai Middle School, a famous girls' school for the rich and elite psychics and one of the five elite schools of Academy City. To most people, she is considered a proper lady, but in reality, she has a short-tempered, prideful, and improper attitude with some tomboyish tendencies and insecurities, a fact few other characters know. She is fond of cute, childish things, such as flowery pajamas and Gekota, the popular frog mascot franchise. She has a strong sense of morals and hates injustice, contrary to what she claims. Her power is to generate electricity; she is powerful enough to cause a blackout in the city, make instant railguns by using coins as projectiles, and use electricity to magnetically attract iron particles around her into a chain-sword whip. She can also manipulate electrical objects such as networks and security systems. She has a one-sided rivalry with Touma, who nicknames her ""Biribiri"" (ビリビリ, relating to the sound of an electric shock), ever since their first meeting before the events of the first novel when he first dissipated her electricity. Since that incident, she is always trying to have a proper match with Touma and defeat him despite his many attempts to avoid conflict with her.



(Source: Wikipedia, edited)",https://myanimelist.net/images/characters/16/569611.jpg,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Makima,"Makima is a Public Safety Devil Hunter.



(Source: Chainsaw Man Wiki)",https://myanimelist.net/images/characters/4/489561.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yuuji Itadori,"Age: 15
Birthdate: March 20
Height: 173 cm (5'8'')
Weight: 80 kg (176 lbs)

Yuuji, a first-year student at Tokyo Metropolitan Curse Technical College, is a muscular teenager with big light brown eyes and light brown spiky hair. After becoming a host for Sukuna, a small line appeared below each of his eyes.

Yuuji is a fair person who cares greatly for not only his comrades, but anyone he views as people with their own wills, despite how deep or shallow his connection to them is. He cares greatly for the ""value of a life"" and to this end he will ensure that others receive a ""fair death."" He is easy to anger in the face of pure cruelty and unfair judgement of other people.


(Source: Jujutsu Kaisen Wiki)",https://myanimelist.net/images/characters/6/467646.jpg,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hitori Gotou,"Birthday: February 21
Height: 156 cm (5'1)
Blood type: O
Affiliation: Shuka High School, Kessoku Band

A lonely and socially anxious first-year student. She is self-described as an ""in-kya"", i.e., a gloomy, indoor-dwelling outcast. She longs to join a band and become popular, and so starts playing the guitar. 

She becomes the lead guitarist of Kessoku Band. Her skill is phenomenal, but she can't show it well in a band or in public. She always begins her sentences with ""Ah"".

(Source: Bocchi the Rock! Wiki)",https://myanimelist.net/images/characters/8/491455.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kiritsugu Emiya,"Birthday: November 11, 1965
Height: 175 cm
Weight: 67 kg
Blood type: AB
Servant: Saber
Classifications: human, magus, master
Likes: efficiency
Spouse: 
Daughter: 
Talents: shooting, jobs involving destruction
Sidearm: Thompson Contender chambered in .30-06 Springfield, in conjunction with his Mystic Code Origin Bullets, Calico M950 submachine gun, Walther WA2000 sniper fitted with AN/PVS4 thermal optics
Famous quote: ""Even if I am to carry 'all the evils of this world,' it won't matter. If that can save the world, then I'd gladly accept it.""

Shirou's foster father and his savior from the aftermath of the massive Fuyuki fire. During his lifetime, Kiritsugu was disillusioned with becoming a Hero of Justice, a defender of humanity who could save everyone. Although he feels he failed to do so, his efforts were a source of inspiration for Shirou.

Prior to his fateful meeting with Shirou, Kiritsugu was notorious as the ""Magus Killer,"" a freelancer who would hunt down heretical magi. Although he was a magus with Magic Circuits and abilities he was considered unorthodox in that he would utilize modern technology and weaponry along with his magecraft to track down and kill magi.

Although mentioned and seen in flashbacks in Fate/stay night, Kiritsugu is one of the main protagonists in its prequel Fate/Zero.

Due to his father, Norikata Emiya, fourth family head of the Emiya family and a magus who received a Sealing Designation, Kiritsugu lost his mother shortly after he was born. Father and son were on the run from the Mage's Association, and thus Kiritsugu spent his youth wandering around the world with his father.",https://myanimelist.net/images/characters/4/474826.jpg,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Simon,"Age: 14; 
Height: 156 cm (5'1""); 
Weight: 40 kg; 
Simon is the protagonist of the story, a short and un-intimidating fourteen year old boy at the beginning of this tale. He was born in Jiiha Village and was raised by his parents until the age of seven, when his parents were killed in an underground avalanche caused by an earthquake. Their deaths traumatized Simon to the point of both hating and fearing life underground, and likely played a role in developing his relationship with Kamina. Ironically, Simon's role in his community was to dig more tunnels and caverns to expand Jiiha Village deeper underground.

Though valued as a skilled digger, Simon was ignored by the adults of his village and snubbed by the girls, who considered him disgusting. Along with his fear of earthquakes, Simon developed low self-esteem and had many cowardly tendencies. His only friend and role model growing up was Kamina, a brash and eccentric older boy who had an obsession with escaping the underground world for the surface, which he visited as a child with his father. Simon was slowly ""recruited"" into Team Gurren along with several other boys, and lead by Kamina made several attempts to reach the surface over several years. During one attempt, a sudden earthquake trapped Team Gurren within a chamber and cut off the supply of oxygen. Simon began to panic, but after inspiration from Kamina he managed to dig all of the Team Gurren members out of danger. Yoko would later recall that Kamina himself was terrified during this incident, but he hid his fear from Simon knowing Simon was the only one capable of rescuing his gang.

One day during the digging of a new tunnel, Simon discovers a small drill-shaped object that periodically glows. Later that day, he unearths a large ""face"" in the ground, which he shows to Yoko and Kamina after Jiiha Village is attacked by a large Gunmen. The face is revealed to be a miniature Gunmen, and the object Simon dug up the key to starting it up. With the aid of this mech, which Kamina names ""Lagann."" Simon destroys the large Gunmen attacking Jiiha and rises to the surface world.

(Source: Wikipedia)",https://myanimelist.net/images/characters/10/28353.jpg,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Souma Yukihira,"Age: 15-16
Birthday: November 6
Height: 171 cm
Weight: 57 kg
Blood type: B
Cuisine Style: Yukihira Style Recipes 
Food Forte: All
Generation: 92nd
Affiliation: Tootsuki Culinary Academy, 

He is the son of Jouichirou Yukihira and, until it closed, worked at his father's restaurant, Restaurant Yukihira. As one of the main protagonist in the manga, Souma fight his odds in the elite school to becoming the best chef in the world even with strong background discrimination of his academy. He is currently a student at Tootsuki Culinary Academy and a resident of Polar Star Dormitory. 

Souma is a rather energetic child who has the constant drive to move forward with his cooking, mostly due to his rivalry with his father. Due to his drive to move forward Souma is willing to try odd things with food including ""Grilled Squid Tentacles Dressed in Peanut Butter,"" though these dishes usually don't go over too well. It is because the will of Souma to try to move forward, his dishes are often considered as creative and innovative by some peers and lecturers; leading his rivalry with all the students in the Tootsuki Culinary Academy. Through all this, Souma maintains a laid back attitude towards just about everything but cooking.

Souma can cook many different foods in many different styles, though he prefers what he calls ""Yukihira Style,"" which is the cooking style which he learned from his father. Souma shows an immense capability for cooking and a special adaption with learning from his mistakes, and improvising through learning from said mistakes. It is due to his creativity and also resourcefulness, Souma is able to create the same dishes with different ways of cooking that would create even. Unlike most student whom used lavish ingredients, Souma didn't care about the classes of the ingredients which he claimed that it wasn't expensive ingredients, classy backgrounds, nor fancy techniques made the food better, but rather it's the wise usage and alternatives made the food interesting, and the customer's satisfaction about the food that matters. Further more, he also claimed that undefeated food in just the looks and taste in regal made him bored, which the boredom would made the chef stop improving their dishes. To eliminate such boredom, Souma continued to search for different styles of cooking around the world in order to improve his cooking skills.",https://myanimelist.net/images/characters/8/277503.jpg,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Ryuuko Matoi,"Age: 17
Birthdate: October 23rd
Birthplace: Tōkyō, Kantō Region, Japan
Height: 5' 3"" / 160 cm
Weight: 117 lbs / 53 kg.

Ryuuko Matoi transfers as a second-year student into Honnouji Academy, an Academy ruled by power and authority. She wields a huge single-bladed scissor, and demands to know the owner of the second half. As she remembers, the wielder of the lost half of the scissor blade is the same person who killed her father.",https://myanimelist.net/images/characters/5/454530.jpg,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
